gamma,2nd_X1_error_N_4,2nd_X1_error_N_6,2nd_X1_error_N_8
3.0716904016735804,0.05923319292875876,0.04279134768142404,0.11058819423505187
3.08760589598277,0.06034811243827154,0.041458961357052244,0.10951319861216059
3.103521390291959,0.06144348201706372,0.040131596999936965,0.10843764033622408
3.119436884601149,0.06251900641844728,0.038809390213463184,0.10736157516662923
3.135352378910339,0.06357440215711742,0.037492481261064955,0.10628505871561007
3.151267873219528,0.06460939701334321,0.03618101604337156,0.10520814653580554
3.1671833675287178,0.06562372959547669,0.03487514715680517,0.10413089331680313
3.183098861837907,0.06661714896486064,0.03357503533830077,0.103053355648586
3.1990143561470967,0.06758941430281974,0.03228085109648865,0.10197558702773356
3.2149298504562864,0.06854029466695213,0.031002460178828014,0.10089764272633198
3.2308453447654757,0.0694695686982717,0.029821521356383718,0.09981957728152144
3.2467608390746654,0.07037702445699838,0.028642232168245924,0.09874144509486432
3.2626763333838547,0.07126245922232002,0.027464854290158023,0.09766330034106142
3.2785918276930444,0.0721256793579536,0.02628967720213468,0.09658519711465291
3.294507322002234,0.07296650015646822,0.02511702457010378,0.09550718918579895
3.3104228163114233,0.07378474571460215,0.023947262442504395,0.09442933014608212
3.326338310620613,0.07458024887833005,0.02278080993601817,0.09335167344665198
3.3422538049298023,0.07535285110875932,0.021618153317590483,0.09227427229448175
3.358169299238992,0.07610240242713551,0.020459864781032774,0.09119717970389933
3.3740847935481817,0.07682876133585557,0.019306627822629232,0.09012044849461215
3.390000287857371,0.0775317947842637,0.01815927202050169,0.08904412784188358
3.4059157821665607,0.07821137806080641,0.01701882142008987,0.08796828029316237
3.42183127647575,0.07886739479130898,0.015886563061134625,0.08689294786249319
3.4377467707849396,0.0794997368968673,0.014764145650984741,0.08581818587432369
3.4536622650941293,0.08010830456798698,0.01365372438313297,0.08474404606653929
3.4695777594033186,0.08069300603722898,0.012558177961150191,0.08367057991886125
3.4854932537125083,0.08125375793683022,0.011481440089546704,0.08259783873650793
3.5014087480216975,0.08179048489180164,0.010429015740114303,0.0815258739912755
3.5173242423308873,0.08230311966825188,0.009408797790876817,0.08045473567328855
3.533239736640077,0.08279160308604669,0.008432366254193933,0.07938447455554165
3.549155230949266,0.08325588401607993,0.007517023717855873,0.07831514129647925
3.565070725258456,0.08369591933764162,0.006688777792421543,0.07724678621174567
