gamma,2nd_idle_error_N_4,2nd_idle_error_N_6,2nd_idle_error_N_8
4.870141258611998,0.000983652068178495,0.003227618735402019,0.0003060855349808977
4.886056752921188,0.0009112121594204512,0.0032846838589270983,0.0003000621432396879
4.901972247230376,0.0008399431082056513,0.003341139867281448,0.0002930038956991499
4.917887741539566,0.000769903104355096,0.0033969620134206213,0.00028492143920411496
4.933803235848756,0.0007011550170880011,0.003452126001019696,0.0002758265501159056
4.9497187301579455,0.0006337352194767903,0.003506607986670113,0.0002657311909457466
4.965634224467135,0.0005677158319139932,0.0035603845978070467,0.0002546444888652109
4.981549718776324,0.0005031358299363966,0.0036134329255064447,0.0002425873537884195
4.997465213085514,0.0004400649430783539,0.0036657305118717276,0.00022956329102264518
5.013380707394703,0.0003785318228051592,0.003717257912096127,0.00021558764981645587
5.029296201703893,0.00031858555121902537,0.003767986157775357,0.00020067289816335258
5.045211696013083,0.0002602828735801749,0.0038179017377782515,0.00018483173148501784
5.061127190322272,0.00020365464128221667,0.0038669816662674494,0.00016807680723800655
5.077042684631461,0.00014874586089473147,0.003915205942857993,0.0001504209863811434
5.092958178940651,9.559563139027818e-05,0.003962555131816261,0.00013187720535027563
5.108873673249841,4.424111267892549e-05,0.004009010194863605,0.00011245845252218936
5.1247891675590305,5.282483896014223e-06,0.004054552679136049,9.217792544728502e-05
5.14070466186822,5.294192463394754e-05,0.004099164682058905,7.104882963949171e-05
5.156620156177409,9.870598326388292e-05,0.004142828677145564,4.908445382235167e-05
5.172535650486599,0.0001425454344421347,0.004185527863024722,2.629819239618059e-05
5.188451144795788,0.00018443188781169003,0.004227245827914153,2.703515244723035e-06
5.204366639104978,0.00022434036119826746,0.00426796673222116,2.168597530431654e-05
5.220282133414168,0.0002622545540923672,0.004307675289025969,4.6856675493337325e-05
5.236197627723357,0.0002981485052722268,0.004346356727950597,7.279484622296641e-05
5.252113122032546,0.00033198907833124924,0.004383996817186275,9.948674522771388e-05
